Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Total Discharges,Average Medicare Payments
SD,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,3,8696.076666666668,34739.83666666667,31.666666666666668,7363.576666666668
SD,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,8,5341.5824999999995,17298.181249999998,40.625,4191.37125
SD,694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,1,5437.15,18661.0,13.0,4239.23
SD,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,4,10936.145,37611.8375,30.75,9976.865
SD,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,3,7703.143333333333,29038.72333333333,29.666666666666668,6623.973333333332
SD,708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,2,9197.400000000001,45422.16,30.5,7785.755
SD,"734 - PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",1,17622.06,66842.13,16.0,15910.81
SD,"741 - UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1,8534.83,41782.5,12.0,7035.5
SD,"747 - VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",1,6478.0,36702.82,11.0,4993.27
SD,808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,1,17539.36,23922.73,11.0,16767.64
SD,809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,3,9450.643333333333,33795.20333333333,20.666666666666668,7592.183333333334
SD,811 - RED BLOOD CELL DISORDERS W MCC,2,9726.985,44190.78,11.5,8832.135
SD,812 - RED BLOOD CELL DISORDERS W/O MCC,4,6084.9974999999995,23000.19,22.75,4981.9
SD,847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,2,8277.164999999999,41000.925,15.0,7383.735000000001
SD,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4,37447.1425,132052.175,58.75,35583.55499999999
SD,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2,18297.58,68653.345,21.0,16419.105
SD,857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,1,15826.91,50515.64,11.0,12044.36
SD,862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,2,13159.25,50345.345,16.5,12140.485
SD,863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,1,11013.0,26566.33,18.0,5692.22
SD,864 - FEVER,1,6549.57,26267.79,14.0,5343.86
SD,865 - VIRAL ILLNESS W MCC,1,10641.79,57356.64,14.0,9419.21
SD,870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,3,45076.05333333334,172768.57,13.0,42351.763333333336
SD,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,10,12719.302,36558.21399999999,181.6,11293.376
SD,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,11,7445.298181818182,21034.425454545453,49.36363636363637,6012.096363636363
SD,880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,1,5686.67,19822.77,30.0,4251.53
SD,881 - DEPRESSIVE NEUROSES,1,5378.19,11569.53,32.0,4081.31
SD,882 - NEUROSES EXCEPT DEPRESSIVE,1,5755.39,14756.9,41.0,4487.49
SD,883 - DISORDERS OF PERSONALITY & IMPULSE CONTROL,1,9406.76,11155.23,104.0,8147.92
SD,884 - ORGANIC DISTURBANCES & MENTAL RETARDATION,1,7492.94,16889.94,16.0,6271.44
SD,885 - PSYCHOSES,1,8046.84,20188.15,364.0,6336.09
SD,896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,1,12086.14,36109.0,14.0,10968.86
SD,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4,5109.4025,18609.805,20.0,4097.0075
SD,907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,2,40991.22,177605.135,12.5,38230.25
SD,908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,1,13209.89,51516.05,19.0,11906.63
SD,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,4,9703.805,33609.4925,14.75,8732.6125
SD,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,2,5183.15,20203.835,17.0,4264.88
SD,919 - COMPLICATIONS OF TREATMENT W MCC,1,21354.08,119179.77,13.0,19208.92
SD,920 - COMPLICATIONS OF TREATMENT W CC,2,7462.105,38931.19,17.5,6316.16
SD,947 - SIGNS & SYMPTOMS W MCC,1,8392.64,38675.64,11.0,6365.18
SD,948 - SIGNS & SYMPTOMS W/O MCC,3,5760.333333333333,25029.533333333336,23.333333333333332,4517.946666666667
SD,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3,38951.833333333336,119389.86333333333,14.666666666666666,32309.013333333332
SD,982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2,18154.515,79368.345,19.5,16596.614999999998
TN,001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,3,189085.77,840365.3866666667,15.0,188204.46333333335
TN,"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",14,100663.20857142855,414093.5285714286,28.928571428571427,93155.03285714285
TN,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",20,57216.967500000006,228418.98850000006,21.55,52089.01300000001
TN,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,2,78918.29000000001,302910.405,16.5,73152.07
TN,006 - LIVER TRANSPLANT W/O MCC,1,39483.56,234896.5,18.0,28094.5
TN,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",2,37175.64,165679.46000000002,18.5,30424.555
TN,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",1,25901.0,117186.61,18.0,22659.78
TN,014 - ALLOGENEIC BONE MARROW TRANSPLANT,1,78877.71,111530.65,17.0,77842.65
TN,016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,1,40490.58,104690.08,12.0,36579.17
TN,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,8,31982.77375,127642.68375000001,22.5,30252.15625
TN,024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,4,25122.892499999998,93568.26999999999,15.0,23887.155
TN,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,14,26744.430714285707,108482.04785714287,35.857142857142854,23759.45642857143
TN,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,8,19553.5275,61522.552500000005,18.75,16010.773749999998
TN,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,7,15836.369999999999,73291.86285714286,30.857142857142858,13678.93857142857
TN,029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,1,23408.3,104609.0,20.0,22598.1
TN,032 - VENTRICULAR SHUNT PROCEDURES W CC,1,18021.43,56610.71,14.0,14037.93
TN,033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,3,10453.949999999999,44223.793333333335,12.666666666666666,9311.78
TN,035 - CAROTID ARTERY STENT PROCEDURE W CC,1,13782.67,63306.4,15.0,9830.13
TN,036 - CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,2,10009.345000000001,56722.96,27.5,8485.295
TN,037 - EXTRACRANIAL PROCEDURES W MCC,2,20487.96,70720.185,13.5,17861.245
TN,038 - EXTRACRANIAL PROCEDURES W CC,9,9590.227777777778,50317.37222222222,19.444444444444443,8174.41
TN,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,26,6766.694615384614,33266.99461538461,29.73076923076923,5241.868076923077
TN,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,4,25477.32,104184.59999999999,12.5,23743.697500000002
TN,041 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,3,14539.223333333333,54344.68,15.0,12974.76
TN,054 - NERVOUS SYSTEM NEOPLASMS W MCC,11,8472.923636363637,35275.30181818181,23.545454545454547,7188.69
TN,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,3,7593.166666666667,32438.55,13.333333333333334,5782.316666666667
TN,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,7,10963.350000000002,39522.64857142857,22.142857142857142,10025.655714285715
TN,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,13,6528.514615384614,26029.526923076926,31.384615384615383,5304.869230769231
TN,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,5,17269.158,77038.85,19.6,15430.554
TN,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,7,12072.527142857141,50789.32142857143,22.571428571428573,10396.291428571427
TN,063 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,1,11019.94,38550.75,16.0,8876.13
TN,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,30,10243.815,44801.90733333332,73.33333333333333,9011.761999999999
TN,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,49,6283.887755102039,30229.741428571433,56.55102040816327,5052.004897959183
TN,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,31,4857.937419354838,25631.20451612903,30.967741935483872,3517.6893548387097
TN,068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,1,6815.62,22501.23,13.0,5415.0
TN,069 - TRANSIENT ISCHEMIA,30,4585.590666666666,26095.074,36.1,3287.5170000000003
TN,070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,19,9494.557368421052,35645.29157894737,25.94736842105263,8612.235263157894
TN,071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,21,6004.308095238095,24638.291904761903,26.285714285714285,5024.6752380952385
TN,072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,3,5200.099999999999,23578.553333333333,16.333333333333332,4328.526666666667
TN,073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,7,8904.388571428572,41467.45142857143,17.571428571428573,8078.58142857143
TN,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,14,5977.552857142858,28093.57285714286,25.0,4830.627142857143
TN,078 - HYPERTENSIVE ENCEPHALOPATHY W CC,2,7531.555,25606.489999999998,15.5,6039.73
TN,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",4,17346.325,65299.44,20.75,15950.54
TN,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",4,9344.744999999999,40836.487499999996,16.25,7697.655000000001
TN,"084 - TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",2,6588.844999999999,17404.945,22.5,5282.3150000000005
TN,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",14,13170.100714285712,53528.312142857154,25.0,11808.154999999997
TN,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",12,8215.143333333333,30321.369999999995,28.083333333333332,7156.172500000001
TN,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",13,5148.850769230769,21080.135384615387,22.23076923076923,3947.017692307692
TN,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,17,9464.293529411765,34547.95823529412,17.529411764705884,8310.751764705885
TN,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,15,5966.223333333332,25917.61533333333,22.466666666666665,4931.465333333333
TN,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,3,5816.506666666667,23262.86,12.333333333333334,4174.31
TN,100 - SEIZURES W MCC,19,9433.864736842106,39203.744210526325,29.736842105263158,8348.974210526316
TN,101 - SEIZURES W/O MCC,25,5075.889600000001,24432.036,32.52,3806.1504
TN,103 - HEADACHES W/O MCC,4,6303.405000000001,19209.927499999998,13.25,3770.5075
TN,123 - NEUROLOGICAL EYE DISORDERS,1,5741.62,18744.69,13.0,4685.62
TN,129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,1,18167.33,102147.42,12.0,16922.08
TN,131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,1,18520.81,97674.31,16.0,17347.81
TN,132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,1,11622.46,47422.54,13.0,10559.69
TN,"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",1,16074.35,64171.94,17.0,11876.71
TN,149 - DYSEQUILIBRIUM,8,4551.813749999999,24206.25625,18.0,3286.9975
TN,152 - OTITIS MEDIA & URI W MCC,5,6222.702,18865.974,13.0,4947.432
TN,153 - OTITIS MEDIA & URI W/O MCC,15,4644.521999999999,18060.632666666665,16.133333333333333,3447.7293333333337
TN,"155 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",1,7204.75,15079.58,12.0,5719.92
TN,163 - MAJOR CHEST PROCEDURES W MCC,13,30597.486153846156,116763.41076923076,20.923076923076923,26562.880000000005
TN,164 - MAJOR CHEST PROCEDURES W CC,15,15485.961333333335,67047.59266666666,26.866666666666667,13160.939999999999
TN,165 - MAJOR CHEST PROCEDURES W/O CC/MCC,9,11342.452222222222,51106.19999999999,19.11111111111111,9123.76222222222
TN,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,20,21454.950999999997,90803.2805,22.15,19382.832499999997
TN,167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,9,12615.737777777778,48754.18888888889,19.555555555555557,10362.674444444445
TN,175 - PULMONARY EMBOLISM W MCC,16,9325.4025,33474.465625,21.75,7695.5337500000005
TN,176 - PULMONARY EMBOLISM W/O MCC,30,6033.915999999998,25461.48633333333,24.633333333333333,4826.245333333334
TN,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,50,10831.2192,47177.755999999994,35.94,9814.055400000001
TN,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,35,8146.057142857145,35611.393142857145,22.8,7120.211714285712
TN,179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,1,5856.09,15577.91,11.0,5283.36
TN,180 - RESPIRATORY NEOPLASMS W MCC,16,10337.171874999998,46964.570625,24.5,8906.031875
TN,181 - RESPIRATORY NEOPLASMS W CC,15,7525.107999999999,34661.76933333333,17.666666666666668,6284.212666666667
TN,183 - MAJOR CHEST TRAUMA W MCC,4,14590.13,53460.295,18.5,11380.8
TN,184 - MAJOR CHEST TRAUMA W CC,2,8201.485,32122.620000000003,28.0,5868.21
TN,185 - MAJOR CHEST TRAUMA W/O CC/MCC,1,6320.45,20959.73,11.0,3172.0
TN,186 - PLEURAL EFFUSION W MCC,9,9800.935555555556,36914.80444444445,16.666666666666668,9088.953333333333
TN,187 - PLEURAL EFFUSION W CC,6,6688.835,25402.541666666668,15.166666666666666,5683.531666666666
TN,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,64,7484.607968750001,31479.506249999988,58.546875,6437.0795312499995
TN,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,76,6801.379078947369,27678.79947368421,57.8421052631579,5720.2298684210555
TN,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,70,5634.129857142858,23832.63842857142,42.885714285714286,4523.245428571427
TN,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,59,4522.155593220339,19188.757796610167,27.93220338983051,3376.6423728813566
TN,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,77,8323.333376623375,34944.089610389616,64.03896103896103,7256.656753246757
TN,194 - SIMPLE PNEUMONIA & PLEURISY W CC,81,5810.791975308643,24208.54444444444,54.382716049382715,4728.0030864197515
TN,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,59,4450.029830508476,19879.181016949155,24.847457627118644,3241.0794915254246
TN,196 - INTERSTITIAL LUNG DISEASE W MCC,2,10990.689999999999,38211.185,21.5,9813.015
TN,197 - INTERSTITIAL LUNG DISEASE W CC,1,8503.73,21948.55,11.0,5405.73
TN,199 - PNEUMOTHORAX W MCC,1,11869.57,36354.14,14.0,10889.0
TN,200 - PNEUMOTHORAX W CC,4,7059.8475,26512.067499999997,15.25,5918.39
TN,202 - BRONCHITIS & ASTHMA W CC/MCC,25,5457.553999999999,20434.608399999997,21.32,4288.744
TN,203 - BRONCHITIS & ASTHMA W/O CC/MCC,3,4670.316666666667,19412.73,15.0,3333.3700000000003
TN,204 - RESPIRATORY SIGNS & SYMPTOMS,9,5125.327777777778,24580.272222222222,14.666666666666666,3825.8577777777778
TN,205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,3,10316.403333333334,42240.43333333333,19.333333333333332,9170.306666666665
TN,206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,5,6256.71,23879.268,16.0,4291.794
TN,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,24,30286.115416666664,126163.27375,23.958333333333332,27498.44541666667
TN,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,46,13635.302608695652,61200.193913043484,42.19565217391305,12088.42804347826
TN,216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,10,62801.36,272270.471,19.3,56634.087
TN,217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,2,41253.64,222293.455,11.0,33525.365
TN,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,11,47515.755454545455,195796.76727272727,32.90909090909091,43288.178181818184
TN,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,11,32503.66181818182,139900.66454545452,27.727272727272727,27816.269090909092
TN,221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,2,30315.825,136971.12,15.5,24532.739999999998
TN,226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,4,46383.775,170899.2125,17.25,41108.4825
TN,227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,8,33574.3025,139596.4,16.25,30655.730000000003
TN,228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,3,56888.69,226642.07666666666,16.0,44088.68333333333
TN,229 - OTHER CARDIOTHORACIC PROCEDURES W CC,2,30128.68,151386.855,12.5,24002.425
TN,233 - CORONARY BYPASS W CARDIAC CATH W MCC,14,41646.22285714286,194076.10428571427,24.142857142857142,37823.33142857142
TN,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,19,28744.092105263157,125739.68842105263,29.473684210526315,24233.28210526315
TN,235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,9,36318.695555555554,180093.20222222223,27.22222222222222,32808.92222222223
TN,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,17,22819.886470588237,108163.64529411764,37.11764705882353,19146.481176470585
TN,237 - MAJOR CARDIOVASC PROCEDURES W MCC,14,31972.935714285715,141547.105,29.0,29490.420000000002
TN,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,25,21735.7612,101984.52999999998,35.28,18086.4668
TN,239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,7,26532.38857142857,81166.60714285714,19.285714285714285,24613.66857142857
TN,240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,5,16456.780000000002,51098.60799999999,16.6,14981.467999999999
TN,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,13,22231.72923076923,96690.00615384616,21.153846153846153,20324.203846153847
TN,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,21,15631.492857142855,80748.71142857142,24.19047619047619,14195.011428571428
TN,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,17,12796.040588235293,59352.96235294117,20.11764705882353,11133.033529411765
TN,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24,19971.87291666667,105338.14833333333,43.458333333333336,17265.49333333333
TN,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,37,13164.046216216215,80372.12378378378,71.5945945945946,10101.006216216218
TN,248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,9,19249.23,95333.67222222223,19.22222222222222,16781.40222222222
TN,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,17,11535.218235294118,68107.96058823529,20.294117647058822,9433.460000000003
TN,250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,11,19873.034545454546,109022.97454545456,21.272727272727273,18646.26272727273
TN,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,14,13454.732142857143,85263.25571428573,31.428571428571427,11132.097857142857
TN,252 - OTHER VASCULAR PROCEDURES W MCC,21,20256.999523809525,94115.28523809524,31.238095238095237,18744.480476190478
TN,253 - OTHER VASCULAR PROCEDURES W CC,27,15536.67666666667,80489.57481481481,28.703703703703702,13851.89
TN,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,18,10537.392777777777,47414.093888888885,18.833333333333332,8874.804444444446
TN,259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,1,11923.55,61045.55,11.0,10679.55
TN,260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,2,24569.915,103635.86499999999,11.5,22872.864999999998
TN,261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,2,12893.395,65012.875,12.5,11995.59
TN,264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,12,17859.094166666662,66397.3175,22.333333333333332,16002.019166666665
TN,266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,7,50651.402857142864,208956.0757142857,34.42857142857143,49873.607142857145
TN,267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,10,40636.167,174814.435,21.3,37912.544
TN,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",40,9829.95175,46352.317500000005,43.05,8618.961500000001
TN,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",30,6364.990999999998,30609.868333333332,32.6,5060.698666666667
TN,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",20,4748.137999999999,25767.9505,18.6,3500.7484999999992
TN,"283 - ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",11,10933.049090909091,48429.4490909091,15.909090909090908,9488.101818181818
TN,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",22,13089.136818181822,61432.18590909091,33.63636363636363,11083.465454545456
TN,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",41,7059.746829268292,40354.77024390244,57.41463414634146,5444.2726829268295
TN,291 - HEART FAILURE & SHOCK W MCC,76,8770.70960526316,33690.47802631579,78.52631578947368,7855.805000000002
TN,292 - HEART FAILURE & SHOCK W CC,72,5816.798750000001,22280.081250000003,65.08333333333333,4881.7084722222235
TN,293 - HEART FAILURE & SHOCK W/O CC/MCC,44,4317.838636363636,17756.862954545453,27.65909090909091,3332.525909090909
TN,299 - PERIPHERAL VASCULAR DISORDERS W MCC,10,9555.874999999998,31618.083000000002,24.3,7752.427000000001
TN,300 - PERIPHERAL VASCULAR DISORDERS W CC,23,6162.937391304346,23025.764782608694,26.17391304347826,5088.293913043478
TN,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,7,4980.375714285715,19241.694285714282,13.857142857142858,3781.835714285714
TN,303 - ATHEROSCLEROSIS W/O MCC,10,4218.612,21939.156,16.0,3167.2140000000004
TN,304 - HYPERTENSION W MCC,1,8111.06,18401.17,18.0,5988.28
TN,305 - HYPERTENSION W/O MCC,24,4235.966666666668,19232.161249999997,19.0,2996.3266666666664
TN,306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,1,7458.0,36021.6,15.0,7043.87
TN,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,39,7449.300256410255,34453.047948717955,44.64102564102564,6291.406666666666
TN,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,47,4983.374680851065,21896.105106382984,46.40425531914894,3819.3427659574463
TN,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,45,3663.960222222222,16149.26288888889,37.62222222222222,2433.0277777777783
TN,312 - SYNCOPE & COLLAPSE,47,4647.233829787235,22284.172978723414,37.319148936170215,3600.771063829787
TN,313 - CHEST PAIN,43,4044.2188372093024,21488.65906976744,30.906976744186046,2963.5006976744194
TN,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,30,11406.514333333333,47438.23366666666,36.333333333333336,10342.312999999998
TN,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,14,6227.39,25190.471428571425,23.928571428571427,5281.932142857143
TN,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",9,35331.41333333334,160394.84555555554,18.77777777777778,32832.55222222223
TN,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",7,18136.704285714284,71978.94285714286,19.142857142857142,14414.004285714285
TN,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",7,9702.145714285714,48065.22571428572,18.857142857142858,7678.545714285714
TN,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,26,29040.533846153845,121481.41769230767,26.76923076923077,26002.14384615385
TN,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,27,14811.55185185185,68475.61666666667,34.0,12912.422592592591
TN,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,20,10554.67,43761.621499999994,22.85,8008.9185
TN,333 - RECTAL RESECTION W CC,2,18091.65,69958.945,11.5,12079.95
TN,335 - PERITONEAL ADHESIOLYSIS W MCC,2,26489.455,93898.33499999999,12.0,24426.335
TN,336 - PERITONEAL ADHESIOLYSIS W CC,5,15139.362,52201.12999999999,14.8,12535.752
TN,337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,1,8042.25,50363.5,12.0,6894.58
TN,354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,3,10697.603333333333,44695.23333333333,13.0,8011.666666666668
TN,355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,3,8460.5,28281.600000000002,15.666666666666666,5662.786666666667
TN,356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,4,23396.375,95925.435,15.75,21385.4725
TN,357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,4,13983.0225,52288.30500000001,14.5,12214.787499999999
TN,368 - MAJOR ESOPHAGEAL DISORDERS W MCC,2,15246.685000000001,46616.835,13.0,12769.564999999999
TN,369 - MAJOR ESOPHAGEAL DISORDERS W CC,2,6353.545,29234.795,12.0,5027.535
