"Hospital.Name","Provider.ID","Address","City","State","ZIP.Code","Full","lon","lat"
"PONTOTOC HEALTH SERVICE CAH",251308,"176 SOUTH MAIN STREET","PONTOTOC","MS",38863,"176 SOUTH MAIN STREET, PONTOTOC, MS, 38863, USA",-86.801871,33.506161
"FIELD HEALTH SYSTEM",251309,"178 HIGHWAY 24","CENTREVILLE","MS",39631,"178 HIGHWAY 24, CENTREVILLE, MS, 39631, USA",-86.801871,33.506161
"TYLER HOLMES MEMORIAL HOSPITAL CAH",251312,"409 TYLER HOLMES DRIVE","WINONA","MS",38967,"409 TYLER HOLMES DRIVE, WINONA, MS, 38967, USA",-86.801871,33.506161
"BAPTIST MEDICAL CENTER YAZOO",251313,"823 GRAND AVENUE","YAZOO CITY","MS",39194,"823 GRAND AVENUE, YAZOO CITY, MS, 39194, USA",-86.801871,33.506161
"QUITMAN COUNTY HOSPITAL CAH",251314,"340 GETWELL DRIVE","MARKS","MS",38646,"340 GETWELL DRIVE, MARKS, MS, 38646, USA",-86.801871,33.506161
"BAPTIST MEDICAL CENTER-LEAKE",251315,"1100 HIGHWAY 16 EAST","CARTHAGE","MS",39051,"1100 HIGHWAY 16 EAST, CARTHAGE, MS, 39051, USA",-86.801871,33.506161
"H C WATKINS MEMORIAL HOSPITAL INC",251316,"605 SOUTH ARCHUSA AVENUE","QUITMAN","MS",39355,"605 SOUTH ARCHUSA AVENUE, QUITMAN, MS, 39355, USA",-86.801871,33.506161
"SIMPSON GENERAL HOSPITAL CAH",251317,"1842 SIMPSON HIGHWAY 149","MENDENHALL","MS",39114,"1842 SIMPSON HIGHWAY 149, MENDENHALL, MS, 39114, USA",-86.801871,33.506161
"NORTH SUNFLOWER MEDICAL CENTER CAH",251318,"840 NORTH OAK AVENUE","RULEVILLE","MS",38771,"840 NORTH OAK AVENUE, RULEVILLE, MS, 38771, USA",-86.801871,33.506161
"HOLMES COUNTY HOSPITAL AND CLINICS",251319,"239 BOWLING GREEN ROAD","LEXINGTON","MS",39095,"239 BOWLING GREEN ROAD, LEXINGTON, MS, 39095, USA",-86.801871,33.506161
"CLAIBORNE COUNTY HOSPITAL",251320,"123 MCCOMB AVENUE","PORT GIBSON","MS",39150,"123 MCCOMB AVENUE, PORT GIBSON, MS, 39150, USA",-86.801871,33.506161
"LAIRD HOSPITAL INC",251322,"25117 HIGHWAY 15","UNION","MS",39365,"25117 HIGHWAY 15, UNION, MS, 39365, USA",-86.801871,33.506161
"SCOTT REGIONAL HOSPITAL CAH",251323,"317 HIGHWAY 13 SOUTH","MORTON","MS",39117,"317 HIGHWAY 13 SOUTH, MORTON, MS, 39117, USA",-86.801871,33.506161
"WALTHALL COUNTY GENERAL HOSPITAL CAH",251324,"100 HOSPITAL DRIVE","TYLERTOWN","MS",39667,"100 HOSPITAL DRIVE, TYLERTOWN, MS, 39667, USA",-86.801871,33.506161
"COVINGTON COUNTY HOSPITAL CAH",251325,"701 SOUTH HOLLY AVENUE","COLLINS","MS",39428,"701 SOUTH HOLLY AVENUE, COLLINS, MS, 39428, USA",-86.801871,33.506161
"JEFFERSON DAVIS COMMUNITY HOSPITAL CAH",251326,"1102 ROSE STREET","PRENTISS","MS",39474,"1102 ROSE STREET, PRENTISS, MS, 39474, USA",-86.801871,33.506161
"COPIAH COUNTY MEDICAL CENTER",251327,"21790 HIGHWAY 28","HAZLEHURST","MS",39083,"21790 HIGHWAY 28, HAZLEHURST, MS, 39083, USA",-86.801871,33.506161
"GREENE COUNTY HOSPITAL CAH",251329,"1017 JACKSON STREET","LEAKESVILLE","MS",39451,"1017 JACKSON STREET, LEAKESVILLE, MS, 39451, USA",-86.801871,33.506161
"FRANKLIN COUNTY MEMORIAL HOSPITAL",251330,"40 UNION CHURCH RD","MEADVILLE","MS",39653,"40 UNION CHURCH RD, MEADVILLE, MS, 39653, USA",-86.801871,33.506161
"BMH-CALHOUN",251331,"140 BURKE-CALHOUN CITY ROAD","CALHOUN CITY","MS",38916,"140 BURKE-CALHOUN CITY ROAD, CALHOUN CITY, MS, 38916, USA",-86.801871,33.506161
"PEARL RIVER COUNTY HOSPITAL",251333,"305 WEST MOODY STREET","POPLARVILLE","MS",39470,"305 WEST MOODY STREET, POPLARVILLE, MS, 39470, USA",-86.801871,33.506161
"CHOCTAW REGIONAL MEDICAL CENTER",251334,"8613 MS HWY 12","ACKERMAN","MS",39735,"8613 MS HWY 12, ACKERMAN, MS, 39735, USA",-86.801871,33.506161
"JOHN C STENNIS MEMORIAL HOSPITAL",251335,"14365 HIGHWAY 16 WEST","DE KALB","MS",39328,"14365 HIGHWAY 16 WEST, DE KALB, MS, 39328, USA",-86.801871,33.506161
"BAPTIST MEDICAL CENTER - ATTALA",251336,"220 HWY 12 WEST","KOSCIUSKO","MS",39090,"220 HWY 12 WEST, KOSCIUSKO, MS, 39090, USA",-86.801871,33.506161
"TIPPAH COUNTY HOSPITAL",251337,"1005 CITY AVE NORTH","RIPLEY","MS",38663,"1005 CITY AVE NORTH, RIPLEY, MS, 38663, USA",-86.801871,33.506161
"FULTON MEDICAL CENTER LLC",260209,"10 SOUTH HOSPITAL DRIVE","FULTON","MO",65251,"10 SOUTH HOSPITAL DRIVE, FULTON, MO, 65251, USA",-86.801871,33.506161
"ELLETT MEMORIAL HOSPITAL",261301,"610 N OHIO AVE","APPLETON CITY","MO",64724,"610 N OHIO AVE, APPLETON CITY, MO, 64724, USA",-86.801871,33.506161
"MADISON MEDICAL CENTER",261302,"611 W MAIN ST","FREDERICKTOWN","MO",63645,"611 W MAIN ST, FREDERICKTOWN, MO, 63645, USA",-86.801871,33.506161
"COMMUNITY HOSPITAL ASSOCIATION",261303,"26136 US HIGHWAY 59, PO BOX 107","FAIRFAX","MO",64446,"26136 US HIGHWAY 59, PO BOX 107, FAIRFAX, MO, 64446, USA",-86.801871,33.506161
"PUTNAM COUNTY MEMORIAL HOSPITAL",261305,"1926 OAK STREET,  PO BOX 389","UNIONVILLE","MO",63565,"1926 OAK STREET,  PO BOX 389, UNIONVILLE, MO, 63565, USA",-86.801871,33.506161
"SULLIVAN COUNTY MEMORIAL HOSPITAL",261306,"630 WEST THIRD STREET","MILAN","MO",63556,"630 WEST THIRD STREET, MILAN, MO, 63556, USA",-86.801871,33.506161
"PERSHING MEMORIAL HOSPITAL",261307,"130 EAST LOCKLING","BROOKFIELD","MO",64628,"130 EAST LOCKLING, BROOKFIELD, MO, 64628, USA",-86.801871,33.506161
"WASHINGTON COUNTY MEMORIAL HOSPITAL",261308,"300 HEALTH WAY","POTOSI","MO",63664,"300 HEALTH WAY, POTOSI, MO, 63664, USA",-86.801871,33.506161
"WRIGHT MEMORIAL HOSPITAL",261309,"191 IOWA BOULEVARD","TRENTON","MO",64683,"191 IOWA BOULEVARD, TRENTON, MO, 64683, USA",-86.801871,33.506161
"SCOTLAND COUNTY  HOSPITAL",261310,"450 E SIGLER AVENUE","MEMPHIS","MO",63555,"450 E SIGLER AVENUE, MEMPHIS, MO, 63555, USA",-86.801871,33.506161
"PERRY COUNTY MEMORIAL HOSPITAL",261311,"434 NORTH WEST STREET","PERRYVILLE","MO",63775,"434 NORTH WEST STREET, PERRYVILLE, MO, 63775, USA",-86.801871,33.506161
"HARRISON COUNTY COMMUNITY HOSPITAL",261312,"2600 MILLER STREET","BETHANY","MO",64424,"2600 MILLER STREET, BETHANY, MO, 64424, USA",-86.801871,33.506161
"MACON COUNTY SAMARITAN MEMORIAL HOSPITAL",261313,"1205 NORTH MISSOURI ST","MACON","MO",63552,"1205 NORTH MISSOURI ST, MACON, MO, 63552, USA",-86.801871,33.506161
"HERMANN AREA DISTRICT HOSPITAL",261314,"509 W 18TH ST","HERMANN","MO",65041,"509 W 18TH ST, HERMANN, MO, 65041, USA",-86.801871,33.506161
"PARKLAND HEALTH CENTER - BONNE TERRE",261315,"7245 RAIDER ROAD","BONNE TERRE","MO",63628,"7245 RAIDER ROAD, BONNE TERRE, MO, 63628, USA",-86.801871,33.506161
"MERCY HOSPITAL AURORA",261316,"500 PORTER AVENUE","AURORA","MO",65605,"500 PORTER AVENUE, AURORA, MO, 65605, USA",-86.801871,33.506161
"MERCY HOSPITAL CASSVILLE",261317,"94 MAIN STREET","CASSVILLE","MO",65625,"94 MAIN STREET, CASSVILLE, MO, 65625, USA",-86.801871,33.506161
"SALEM MEMORIAL DISTRICT HOSPITAL",261318,"PO BOX 774,","SALEM","MO",65560,"PO BOX 774,, SALEM, MO, 65560, USA",-86.801871,33.506161
"MERCY HOSPITAL LINCOLN",261319,"1000 EAST CHERRY STREET","TROY","MO",63379,"1000 EAST CHERRY STREET, TROY, MO, 63379, USA",-86.801871,33.506161
"LAFAYETTE REGIONAL HEALTH CENTER",261320,"1500 STATE STREET","LEXINGTON","MO",64067,"1500 STATE STREET, LEXINGTON, MO, 64067, USA",-86.801871,33.506161
"HEDRICK MEDICAL CENTER",261321,"2799 NORTH WASHINGTON STREET","CHILLICOTHE","MO",64601,"2799 NORTH WASHINGTON STREET, CHILLICOTHE, MO, 64601, USA",-86.801871,33.506161
"EXCELSIOR SPRINGS HOSPITAL",261322,"1700 RAINBOW BOULEVARD","EXCELSIOR SPRINGS","MO",64024,"1700 RAINBOW BOULEVARD, EXCELSIOR SPRINGS, MO, 64024, USA",-86.801871,33.506161
"CEDAR COUNTY MEMORIAL HOSPITAL",261323,"1401 SOUTH PARK STREET","EL DORADO SPRINGS","MO",64744,"1401 SOUTH PARK STREET, EL DORADO SPRINGS, MO, 64744, USA",-86.801871,33.506161
"CASS REGIONAL MEDICAL CENTER",261324,"2800 E ROCK HAVEN ROAD","HARRISONVILLE","MO",64701,"2800 E ROCK HAVEN ROAD, HARRISONVILLE, MO, 64701, USA",-86.801871,33.506161
"BARTON COUNTY MEMORIAL HOSPITAL",261325,"29 NW 1ST LANE","LAMAR","MO",64759,"29 NW 1ST LANE, LAMAR, MO, 64759, USA",-86.801871,33.506161
"RAY COUNTY MEMORIAL HOSPITAL",261327,"904 WOLLARD BOULEVARD","RICHMOND","MO",64085,"904 WOLLARD BOULEVARD, RICHMOND, MO, 64085, USA",-86.801871,33.506161
"NORTHWEST MEDICAL CENTER",261328,"705 N COLLEGE STREET","ALBANY","MO",64402,"705 N COLLEGE STREET, ALBANY, MO, 64402, USA",-86.801871,33.506161
"COX MONETT HOSPITAL",261329,"801 NORTH LINCOLN AVENUE","MONETT","MO",65708,"801 NORTH LINCOLN AVENUE, MONETT, MO, 65708, USA",-86.801871,33.506161
"STE GENEVIEVE COUNTY MEMORIAL HOSPITAL",261330,"800 STE GENEVIEVE DRIVE, PO BOX 468","SAINTE GENEVIEVE","MO",63670,"800 STE GENEVIEVE DRIVE, PO BOX 468, SAINTE GENEVIEVE, MO, 63670, USA",-86.801871,33.506161
"FREEMAN NEOSHO HOSPITAL",261331,"113 WEST HICKORY STREET","NEOSHO","MO",64850,"113 WEST HICKORY STREET, NEOSHO, MO, 64850, USA",-86.801871,33.506161
"CARROLL COUNTY MEMORIAL HOSPITAL",261332,"1502 NORTH JEFFERSON","CARROLLTON","MO",64633,"1502 NORTH JEFFERSON, CARROLLTON, MO, 64633, USA",-86.801871,33.506161
"PIKE COUNTY MEMORIAL HOSPITAL",261333,"2305 WEST GEORGIA STREET","LOUISIANA","MO",63353,"2305 WEST GEORGIA STREET, LOUISIANA, MO, 63353, USA",-86.801871,33.506161
"I-70 COMMUNITY HOSPITAL",261334,"105 HOSPITAL DRIVE, BUILDING B","SWEET SPRINGS","MO",65351,"105 HOSPITAL DRIVE, BUILDING B, SWEET SPRINGS, MO, 65351, USA",-86.801871,33.506161
"MERCY ST FRANCIS HOSPITAL",261335,"100 WEST HIGHWAY 60, PO BOX 82","MOUNTAIN VIEW","MO",65548,"100 WEST HIGHWAY 60, PO BOX 82, MOUNTAIN VIEW, MO, 65548, USA",-86.801871,33.506161
"IRON COUNTY HOSPITAL",261336,"301 NORTH HIGHWAY 21","PILOT KNOB","MO",63663,"301 NORTH HIGHWAY 21, PILOT KNOB, MO, 63663, USA",-86.801871,33.506161
"MISSOURI BAPTIST SULLIVAN HOSPITAL",261337,"751 SAPPINGTON BRIDGE RD","SULLIVAN","MO",63080,"751 SAPPINGTON BRIDGE RD, SULLIVAN, MO, 63080, USA",-86.801871,33.506161
"MERCY HOSPITAL CARTHAGE",261338,"3125 DR RUSSELL SMITH WAY","CARTHAGE","MO",64836,"3125 DR RUSSELL SMITH WAY, CARTHAGE, MO, 64836, USA",-86.801871,33.506161
"ST LOUIS CHILDRENS HOSPITAL",263301,"ONE CHILDRENS PLACE","SAINT LOUIS","MO",63110,"ONE CHILDRENS PLACE, SAINT LOUIS, MO, 63110, USA",-86.801871,33.506161
"CHILDRENS MERCY HOSPITAL",263302,"2401 GILLHAM ROAD","KANSAS CITY","MO",64108,"2401 GILLHAM ROAD, KANSAS CITY, MO, 64108, USA",-86.801871,33.506161
"RANKEN JORDAN A PEDIATRIC REHAB",263303,"11365 DORSETT ROAD","MARYLAND HEIGHTS","MO",63043,"11365 DORSETT ROAD, MARYLAND HEIGHTS, MO, 63043, USA",-86.801871,33.506161
"SHRINERS HOSPITALS FOR CHILDREN",263304,"4400 CLAYTON AVE","SAINT LOUIS","MO",63110,"4400 CLAYTON AVE, SAINT LOUIS, MO, 63110, USA",-86.801871,33.506161
"P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET",270074,"760 HOSPITAL CIRCLE, POST OFFICE BOX 760","BROWNING","MT",59417,"760 HOSPITAL CIRCLE, POST OFFICE BOX 760, BROWNING, MT, 59417, USA",-86.801871,33.506161
"BIG SKY MEDICAL CENTER",270089,"334 TOWN CENTER AVE","BIG SKY","MT",59716,"334 TOWN CENTER AVE, BIG SKY, MT, 59716, USA",-86.801871,33.506161
"POPLAR COMMUNITY HOSPITAL",271300,"211 H ST E","POPLAR","MT",59255,"211 H ST E, POPLAR, MT, 59255, USA",-86.801871,33.506161
"FALLON MEDICAL COMPLEX HOSPITAL",271301,"202 S 4TH ST W","BAKER","MT",59313,"202 S 4TH ST W, BAKER, MT, 59313, USA",-86.801871,33.506161
"DAHL MEMORIAL HEALTHCARE ASSOC",271302,"215 SANDY ST","EKALAKA","MT",59324,"215 SANDY ST, EKALAKA, MT, 59324, USA",-86.801871,33.506161
"GRANITE COUNTY MEDICAL CENTER",271303,"310 SANSOME ST","PHILIPSBURG","MT",59858,"310 SANSOME ST, PHILIPSBURG, MT, 59858, USA",-86.801871,33.506161
"MISSOURI RIVER MEDICAL CENTER",271304,"1501 ST CHARLES ST","FORT BENTON","MT",59442,"1501 ST CHARLES ST, FORT BENTON, MT, 59442, USA",-86.801871,33.506161
"MCCONE COUNTY HEALTH CENTER",271305,"605 SULLIVAN AVE","CIRCLE","MT",59215,"605 SULLIVAN AVE, CIRCLE, MT, 59215, USA",-86.801871,33.506161
"MOUNTAINVIEW MEDICAL CENTER",271306,"16 W MAIN ST","WHITE SULPHUR SPRING","MT",59645,"16 W MAIN ST, WHITE SULPHUR SPRING, MT, 59645, USA",-86.801871,33.506161
"BENEFIS TETON MEDICAL CENTER",271307,"915 4TH ST NW","CHOTEAU","MT",59422,"915 4TH ST NW, CHOTEAU, MT, 59422, USA",-86.801871,33.506161
"ROOSEVELT MEDICAL CENTER",271308,"818 2ND AVE E","CULBERTSON","MT",59218,"818 2ND AVE E, CULBERTSON, MT, 59218, USA",-86.801871,33.506161
"PRAIRIE COMMUNITY HOSPITAL",271309,"312 S ADAMS","TERRY","MT",59349,"312 S ADAMS, TERRY, MT, 59349, USA",-86.801871,33.506161
"GARFIELD COUNTY HEALTH CENTER",271310,"332 LEAVITT AVE","JORDAN","MT",59337,"332 LEAVITT AVE, JORDAN, MT, 59337, USA",-86.801871,33.506161
"BIG SANDY MEDICAL CENTER",271311,"166 MONTANA AVE E","BIG SANDY","MT",59520,"166 MONTANA AVE E, BIG SANDY, MT, 59520, USA",-86.801871,33.506161
"PHILLIPS COUNTY MEDICAL CENTER",271312,"311 S 8TH AVE E","MALTA","MT",59538,"311 S 8TH AVE E, MALTA, MT, 59538, USA",-86.801871,33.506161
"PIONEER MEDICAL CENTER",271313,"301 W 7TH AVE","BIG TIMBER","MT",59011,"301 W 7TH AVE, BIG TIMBER, MT, 59011, USA",-86.801871,33.506161
"DEER LODGE MEDICAL CENTER",271314,"1100 HOLLENBACK LN","DEER LODGE","MT",59722,"1100 HOLLENBACK LN, DEER LODGE, MT, 59722, USA",-86.801871,33.506161
"P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH",271315,"456 GROS VENTRE AVE, RR 1","HARLEM","MT",59526,"456 GROS VENTRE AVE, RR 1, HARLEM, MT, 59526, USA",-86.801871,33.506161
"FRANCES MAHON DEACONESS HOSPITAL",271316,"621 3RD ST S","GLASGOW","MT",59230,"621 3RD ST S, GLASGOW, MT, 59230, USA",-86.801871,33.506161
"LIVINGSTON HEALTHCARE",271317,"504 S 13TH ST","LIVINGSTON","MT",59047,"504 S 13TH ST, LIVINGSTON, MT, 59047, USA",-86.801871,33.506161
"BARRETT HOSPITAL & HEALTHCARE",271318,"600 MT HWY 91 S","DILLON","MT",59725,"600 MT HWY 91 S, DILLON, MT, 59725, USA",-86.801871,33.506161
"RUBY VALLEY HOSPITAL",271319,"220 E CROFOOT","SHERIDAN","MT",59749,"220 E CROFOOT, SHERIDAN, MT, 59749, USA",-86.801871,33.506161
"CABINET PEAKS MEDICAL CENTER",271320,"209 HEALTH PARK DR","LIBBY","MT",59923,"209 HEALTH PARK DR, LIBBY, MT, 59923, USA",-86.801871,33.506161
"WHEATLAND MEMORIAL HOSPITAL",271321,"530 3RD ST NW","HARLOWTON","MT",59036,"530 3RD ST NW, HARLOWTON, MT, 59036, USA",-86.801871,33.506161
"SHERIDAN MEMORIAL HOSPTIAL",271322,"440 W LAUREL AVE","PLENTYWOOD","MT",59254,"440 W LAUREL AVE, PLENTYWOOD, MT, 59254, USA",-86.801871,33.506161
"CLARK FORK VALLEY HOSPITAL",271323,"10 KRUGER RD","PLAINS","MT",59859,"10 KRUGER RD, PLAINS, MT, 59859, USA",-86.801871,33.506161
"PONDERA MEDICAL CENTER",271324,"805 SUNSET BLVD","CONRAD","MT",59425,"805 SUNSET BLVD, CONRAD, MT, 59425, USA",-86.801871,33.506161
"ST LUKE COMMUNITY HOSPITAL",271325,"107 6TH AVE SW","RONAN","MT",59864,"107 6TH AVE SW, RONAN, MT, 59864, USA",-86.801871,33.506161
"BEARTOOTH BILLINGS CLINIC",271326,"2525 N BROADWAY","RED LODGE","MT",59068,"2525 N BROADWAY, RED LODGE, MT, 59068, USA",-86.801871,33.506161
"ROSEBUD HEALTH CARE CENTER",271327,"383 N 17TH AV","FORSYTH","MT",59327,"383 N 17TH AV, FORSYTH, MT, 59327, USA",-86.801871,33.506161
"MARIAS MEDICAL CENTER",271328,"640 PARK AVE","SHELBY","MT",59474,"640 PARK AVE, SHELBY, MT, 59474, USA",-86.801871,33.506161
"MADISON VALLEY MEDICAL CENTER",271329,"305 N MAIN","ENNIS","MT",59729,"305 N MAIN, ENNIS, MT, 59729, USA",-86.801871,33.506161
"STILLWATER BILLINGS CLINIC",271330,"710 N 11TH ST","COLUMBUS","MT",59019,"710 N 11TH ST, COLUMBUS, MT, 59019, USA",-86.801871,33.506161
"MINERAL COMMUNITY HOSPITAL",271331,"1208 6TH AVE E","SUPERIOR","MT",59872,"1208 6TH AVE E, SUPERIOR, MT, 59872, USA",-86.801871,33.506161
"GLENDIVE MEDICAL CENTER",271332,"202 PROSPECT DR","GLENDIVE","MT",59330,"202 PROSPECT DR, GLENDIVE, MT, 59330, USA",-86.801871,33.506161
"BROADWATER HEALTH CENTER",271333,"110 N OAK ST","TOWNSEND","MT",59644,"110 N OAK ST, TOWNSEND, MT, 59644, USA",-86.801871,33.506161
"LIBERTY MEDICAL CENTER",271334,"315 W MADISON AVE","CHESTER","MT",59522,"315 W MADISON AVE, CHESTER, MT, 59522, USA",-86.801871,33.506161
"COMMUNITY HOSPITAL OF ANACONDA",271335,"401 W PENNSYLVANIA","ANACONDA","MT",59711,"401 W PENNSYLVANIA, ANACONDA, MT, 59711, USA",-86.801871,33.506161
"NORTH VALLEY HOSPITAL",271336,"1600 HOSPITAL WAY","WHITEFISH","MT",59937,"1600 HOSPITAL WAY, WHITEFISH, MT, 59937, USA",-86.801871,33.506161
"NORTHERN ROCKIES MEDICAL CENTER",271337,"802 2ND ST SE","CUT BANK","MT",59427,"802 2ND ST SE, CUT BANK, MT, 59427, USA",-86.801871,33.506161
"BIG HORN CO MEMORIAL HOSPITAL",271338,"17 N MILES","HARDIN","MT",59034,"17 N MILES, HARDIN, MT, 59034, USA",-86.801871,33.506161
"P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE",271339,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9","CROW AGENCY","MT",59022,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9, CROW AGENCY, MT, 59022, USA",-86.801871,33.506161
"MARCUS DALY MEMORIAL HOSPITAL - CAH",271340,"1200 WESTWOOD DR","HAMILTON","MT",59840,"1200 WESTWOOD DR, HAMILTON, MT, 59840, USA",-86.801871,33.506161
"TRINITY HOSPITAL",271341,"315 KNAPP ST","WOLF POINT","MT",59201,"315 KNAPP ST, WOLF POINT, MT, 59201, USA",-86.801871,33.506161
"DANIELS MEMORIAL HOSPITAL",271342,"105 5TH AVE E","SCOBEY","MT",59263,"105 5TH AVE E, SCOBEY, MT, 59263, USA",-86.801871,33.506161
"PROVIDENCE ST JOSEPH MEDICAL CENTER",271343,"6 13TH AVE E","POLSON","MT",59860,"6 13TH AVE E, POLSON, MT, 59860, USA",-86.801871,33.506161
"SIDNEY HEALTH CENTER",271344,"216 14TH AVE SW","SIDNEY","MT",59270,"216 14TH AVE SW, SIDNEY, MT, 59270, USA",-86.801871,33.506161
"CENTRAL MONTANA MEDICAL CENTER",271345,"408 WENDELL AVE","LEWISTOWN","MT",59457,"408 WENDELL AVE, LEWISTOWN, MT, 59457, USA",-86.801871,33.506161
"ROUNDUP MEMORIAL HEALTHCARE",271346,"1202 3RD ST W","ROUNDUP","MT",59072,"1202 3RD ST W, ROUNDUP, MT, 59072, USA",-86.801871,33.506161
"HOLY ROSARY HEALTHCARE",271347,"2600 WILSON ST","MILES CITY","MT",59301,"2600 WILSON ST, MILES CITY, MT, 59301, USA",-86.801871,33.506161
"HARLAN COUNTY HEALTH SYSTEM",281300,"P O BOX 836, 717 NORTH BROWN ST","ALMA","NE",68920,"P O BOX 836, 717 NORTH BROWN ST, ALMA, NE, 68920, USA",-86.801871,33.506161
"FILLMORE COUNTY HOSPITAL",281301,"P O BOX 193, 1900 F STREET","GENEVA","NE",68361,"P O BOX 193, 1900 F STREET, GENEVA, NE, 68361, USA",-86.801871,33.506161
"PAWNEE COUNTY MEMORIAL HOSPITAL",281302,"P O BOX 433, 600 I ST","PAWNEE CITY","NE",68420,"P O BOX 433, 600 I ST, PAWNEE CITY, NE, 68420, USA",-86.801871,33.506161
"NIOBRARA VALLEY HOSPITAL",281303,"P O BOX 118, 401 SOUTH 5TH STREET","LYNCH","NE",68746,"P O BOX 118, 401 SOUTH 5TH STREET, LYNCH, NE, 68746, USA",-86.801871,33.506161
"THAYER COUNTY HEALTH SERVICES",281304,"120 PARK AVE","HEBRON","NE",68370,"120 PARK AVE, HEBRON, NE, 68370, USA",-86.801871,33.506161
"KIMBALL HEALTH SERVICES",281305,"505 SOUTH BURG ST","KIMBALL","NE",69145,"505 SOUTH BURG ST, KIMBALL, NE, 69145, USA",-86.801871,33.506161
"KEARNEY COUNTY HEALTH SERVICES HOSPITAL",281306,"727 EAST 1ST ST","MINDEN","NE",68959,"727 EAST 1ST ST, MINDEN, NE, 68959, USA",-86.801871,33.506161
"SAUNDERS MEDICAL CENTER",281307,"1760 COUNTY RD J","WAHOO","NE",68066,"1760 COUNTY RD J, WAHOO, NE, 68066, USA",-86.801871,33.506161
"HENDERSON HEALTH CARE SERVICES",281308,"1621 FRONT STREET","HENDERSON","NE",68371,"1621 FRONT STREET, HENDERSON, NE, 68371, USA",-86.801871,33.506161
"COMMUNITY MEMORIAL HOSPITAL",281309,"P O BOX N, 1579 MIDLAND ST","SYRACUSE","NE",68446,"P O BOX N, 1579 MIDLAND ST, SYRACUSE, NE, 68446, USA",-86.801871,33.506161
"REGIONAL WEST GARDEN COUNTY HOSPITAL",281310,"1100 WEST 2ND ST","OSHKOSH","NE",69154,"1100 WEST 2ND ST, OSHKOSH, NE, 69154, USA",-86.801871,33.506161
"FRANKLIN COUNTY MEMORIAL HOSPITAL",281311,"1406 Q ST","FRANKLIN","NE",68939,"1406 Q ST, FRANKLIN, NE, 68939, USA",-86.801871,33.506161
"GENOA COMMUNITY HOSPITAL",281312,"P O BOX 310, 706 EWING AVE","GENOA","NE",68640,"P O BOX 310, 706 EWING AVE, GENOA, NE, 68640, USA",-86.801871,33.506161
"GOTHENBURG MEMORIAL HOSPITAL",281313,"910 20TH ST","GOTHENBURG","NE",69138,"910 20TH ST, GOTHENBURG, NE, 69138, USA",-86.801871,33.506161
"ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER",281314,"P O BOX 428, 531 BEEBE ST","OSCEOLA","NE",68651,"P O BOX 428, 531 BEEBE ST, OSCEOLA, NE, 68651, USA",-86.801871,33.506161
"BRODSTONE MEMORIAL HOSP",281315,"P O BOX 187, 520 EAST 10TH ST","SUPERIOR","NE",68978,"P O BOX 187, 520 EAST 10TH ST, SUPERIOR, NE, 68978, USA",-86.801871,33.506161
"WEBSTER COUNTY COMMUNITY HOSPITAL",281316,"P O BOX 465, 621 N FRANKLIN ST","RED CLOUD","NE",68970,"P O BOX 465, 621 N FRANKLIN ST, RED CLOUD, NE, 68970, USA",-86.801871,33.506161
"MORRILL COUNTY COMMUNITY HOSPITAL",281318,"1313 S STREET","BRIDGEPORT","NE",69336,"1313 S STREET, BRIDGEPORT, NE, 69336, USA",-86.801871,33.506161
"JEFFERSON COMMUNITY HEALTH CENTER",281319,"P O BOX 277, 2200 H ST","FAIRBURY","NE",68352,"P O BOX 277, 2200 H ST, FAIRBURY, NE, 68352, USA",-86.801871,33.506161
"MEMORIAL HOSPITAL",281320,"1423 SEVENTH ST","AURORA","NE",68818,"1423 SEVENTH ST, AURORA, NE, 68818, USA",-86.801871,33.506161
"OAKLAND MERCY HOSPITAL",281321,"601 EAST SECOND ST","OAKLAND","NE",68045,"601 EAST SECOND ST, OAKLAND, NE, 68045, USA",-86.801871,33.506161
"ST FRANCIS MEMORIAL HOSPITAL",281322,"430 NORTH MONITOR ST","WEST POINT","NE",68788,"430 NORTH MONITOR ST, WEST POINT, NE, 68788, USA",-86.801871,33.506161
"CHI HEALTH SCHUYLER",281323,"104 WEST 17TH ST","SCHUYLER","NE",68661,"104 WEST 17TH ST, SCHUYLER, NE, 68661, USA",-86.801871,33.506161
"NEMAHA COUNTY HOSPITAL",281324,"2022  13TH ST","AUBURN","NE",68305,"2022  13TH ST, AUBURN, NE, 68305, USA",-86.801871,33.506161
"BROWN COUNTY HOSPITAL",281325,"945 EAST ZERO ST","AINSWORTH","NE",69210,"945 EAST ZERO ST, AINSWORTH, NE, 69210, USA",-86.801871,33.506161
"ANTELOPE MEMORIAL HOSPITAL",281326,"P O BOX 229, 102 WEST 9TH ST","NELIGH","NE",68756,"P O BOX 229, 102 WEST 9TH ST, NELIGH, NE, 68756, USA",-86.801871,33.506161
"COZAD COMMUNITY HOSPITAL",281327,"P O BOX 108, 300 EAST 12TH ST","COZAD","NE",69130,"P O BOX 108, 300 EAST 12TH ST, COZAD, NE, 69130, USA",-86.801871,33.506161
